time,x,y,z,gripper_deg,button,K_trans,K_rot,damping_ratio,K_fb,deadband,scale
0.2045,0.036677,0.001879,0.076599,-28.31,0,159.9,10.0,1.00,0.500,0.300,3.00
0.2095,0.036708,0.002103,0.076482,-28.31,0,159.9,10.0,1.00,0.500,0.300,3.00
0.2148,0.036733,0.002328,0.076370,-28.31,0,157.8,10.0,1.00,0.500,0.300,3.00
0.2198,0.036753,0.002521,0.076275,-28.31,0,157.8,10.0,1.00,0.500,0.300,3.00
0.2247,0.036768,0.002705,0.076188,-28.31,0,155.9,10.0,1.00,0.500,0.300,3.00
0.2299,0.036785,0.002874,0.076106,-28.31,0,155.9,10.0,1.00,0.500,0.300,3.00
0.2350,0.036796,0.003026,0.076034,-28.31,0,154.2,10.0,1.00,0.500,0.300,3.00
0.2402,0.036806,0.003186,0.075961,-28.31,0,154.2,10.0,1.00,0.500,0.300,3.00
0.2452,0.036824,0.003323,0.075888,-28.31,0,152.8,10.0,1.00,0.500,0.300,3.00
0.2502,0.036849,0.003443,0.075814,-28.31,0,152.8,10.0,1.00,0.500,0.300,3.00
0.2552,0.036875,0.003546,0.075744,-28.31,0,151.6,10.0,1.00,0.500,0.300,3.00
0.2605,0.036902,0.003642,0.075678,-28.31,0,151.6,10.0,1.00,0.500,0.300,3.00
0.2655,0.036924,0.003722,0.075622,-28.31,0,150.7,10.0,1.00,0.500,0.300,3.00
0.2705,0.036947,0.003785,0.075571,-28.31,0,150.7,10.0,1.00,0.500,0.300,3.00
0.2757,0.036971,0.003841,0.075523,-28.31,0,150.2,10.0,1.00,0.500,0.300,3.00
0.2807,0.036997,0.003872,0.075482,-28.31,0,150.2,10.0,1.00,0.500,0.300,3.00
0.2857,0.037024,0.003896,0.075443,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.2910,0.037053,0.003895,0.075412,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.2960,0.037077,0.003887,0.075390,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3010,0.037095,0.003870,0.075376,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3062,0.037115,0.003837,0.075367,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3112,0.037141,0.003805,0.075352,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3165,0.037162,0.003764,0.075345,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3215,0.037183,0.003716,0.075341,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3265,0.037204,0.003667,0.075337,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3315,0.037220,0.003618,0.075339,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3368,0.037241,0.003554,0.075335,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3417,0.037262,0.003513,0.075329,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3467,0.037289,0.003465,0.075319,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3520,0.037315,0.003424,0.075306,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3569,0.037347,0.003391,0.075284,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3620,0.037372,0.003359,0.075269,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3673,0.037403,0.003334,0.075245,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3722,0.037432,0.003325,0.075216,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3775,0.037467,0.003325,0.075179,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3825,0.037495,0.003316,0.075145,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3875,0.037534,0.003331,0.075096,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3925,0.037567,0.003338,0.075056,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.3977,0.037606,0.003362,0.075005,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4027,0.037638,0.003393,0.074962,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4077,0.037676,0.003416,0.074911,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4129,0.037719,0.003447,0.074851,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4179,0.037763,0.003470,0.074793,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4232,0.037806,0.003501,0.074733,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4282,0.037856,0.003524,0.074669,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4332,0.037899,0.003554,0.074609,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4385,0.037937,0.003577,0.074558,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4435,0.037980,0.003600,0.074500,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4485,0.038024,0.003615,0.074445,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4535,0.038069,0.003630,0.074389,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4587,0.038119,0.003637,0.074330,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4637,0.038170,0.003636,0.074269,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4687,0.038225,0.003650,0.074200,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4737,0.038276,0.003649,0.074144,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4790,0.038322,0.003648,0.074093,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4840,0.038367,0.003647,0.074042,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4892,0.038413,0.003638,0.073994,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4943,0.038453,0.003637,0.073950,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.4992,0.038493,0.003628,0.073908,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5044,0.038539,0.003619,0.073860,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5095,0.038579,0.003618,0.073815,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5145,0.038613,0.003601,0.073777,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5198,0.038653,0.003600,0.073733,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5247,0.038687,0.003599,0.073695,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5297,0.038715,0.003606,0.073661,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5350,0.038748,0.003614,0.073620,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5400,0.038775,0.003621,0.073586,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5450,0.038797,0.003628,0.073558,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5502,0.038819,0.003644,0.073528,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5552,0.038840,0.003659,0.073498,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5602,0.038861,0.003674,0.073467,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5655,0.038877,0.003690,0.073443,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5705,0.038892,0.003705,0.073419,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5755,0.038908,0.003721,0.073395,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5808,0.038929,0.003736,0.073365,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5857,0.038944,0.003759,0.073339,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5910,0.038959,0.003783,0.073312,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.5960,0.038968,0.003806,0.073292,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6010,0.038977,0.003822,0.073269,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6062,0.038987,0.003838,0.073252,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6112,0.038996,0.003861,0.073232,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6165,0.039011,0.003869,0.073205,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6215,0.039021,0.003884,0.073188,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6265,0.039036,0.003900,0.073164,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6315,0.039052,0.003915,0.073140,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6368,0.039069,0.003915,0.073121,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6417,0.039085,0.003922,0.073099,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6467,0.039102,0.003914,0.073082,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6517,0.039120,0.003898,0.073063,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6570,0.039137,0.003889,0.073046,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6619,0.039155,0.003881,0.073030,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6670,0.039173,0.003872,0.073013,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6722,0.039190,0.003856,0.072994,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6772,0.039202,0.003848,0.072984,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6822,0.039213,0.003848,0.072971,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6875,0.039218,0.003840,0.072962,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6925,0.039230,0.003839,0.072949,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.6975,0.039235,0.003831,0.072940,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7025,0.039241,0.003831,0.072934,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7077,0.039245,0.003839,0.072925,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7128,0.039250,0.003855,0.072914,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7177,0.039254,0.003855,0.072903,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7230,0.039253,0.003870,0.072898,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7280,0.039252,0.003886,0.072893,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7332,0.039249,0.003910,0.072885,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7382,0.039247,0.003934,0.072878,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7432,0.039244,0.003966,0.072868,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7485,0.039242,0.003997,0.072858,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7535,0.039238,0.004037,0.072846,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7585,0.039234,0.004069,0.072831,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7635,0.039230,0.004117,0.072817,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7687,0.039225,0.004172,0.072799,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7737,0.039218,0.004244,0.072777,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7787,0.039212,0.004307,0.072753,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7840,0.039209,0.004394,0.072719,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7890,0.039206,0.004481,0.072686,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7940,0.039210,0.004568,0.072646,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.7992,0.039211,0.004656,0.072601,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8043,0.039219,0.004750,0.072552,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8092,0.039228,0.004837,0.072506,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8142,0.039235,0.004932,0.072457,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8195,0.039249,0.005019,0.072404,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8245,0.039263,0.005089,0.072351,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8297,0.039288,0.005176,0.072286,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8348,0.039310,0.005238,0.072234,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8400,0.039343,0.005300,0.072169,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8450,0.039377,0.005347,0.072109,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8500,0.039411,0.005401,0.072047,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8552,0.039450,0.005455,0.071979,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8602,0.039490,0.005501,0.071913,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8652,0.039525,0.005531,0.071858,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8705,0.039560,0.005569,0.071800,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8755,0.039591,0.005600,0.071752,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8805,0.039615,0.005630,0.071710,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8855,0.039640,0.005661,0.071668,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8907,0.039660,0.005684,0.071635,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.8957,0.039680,0.005699,0.071604,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9007,0.039702,0.005706,0.071576,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9059,0.039723,0.005705,0.071545,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9110,0.039744,0.005712,0.071517,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9163,0.039761,0.005712,0.071498,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9212,0.039779,0.005695,0.071479,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9262,0.039795,0.005695,0.071459,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9315,0.039807,0.005686,0.071449,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9365,0.039825,0.005662,0.071432,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9415,0.039838,0.005646,0.071424,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9465,0.039856,0.005629,0.071410,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9517,0.039876,0.005605,0.071398,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9567,0.039896,0.005573,0.071389,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9617,0.039921,0.005540,0.071373,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9670,0.039941,0.005516,0.071366,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9720,0.039960,0.005491,0.071354,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9772,0.039984,0.005475,0.071334,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9822,0.039997,0.005458,0.071326,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9872,0.040010,0.005442,0.071318,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9925,0.040021,0.005442,0.071305,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
0.9975,0.040022,0.005434,0.071307,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0025,0.040022,0.005434,0.071307,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0075,0.040021,0.005442,0.071305,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0127,0.040015,0.005442,0.071311,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0177,0.040009,0.005450,0.071315,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0230,0.039991,0.005459,0.071332,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0280,0.039980,0.005467,0.071343,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0330,0.039962,0.005475,0.071359,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0382,0.039945,0.005484,0.071376,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0432,0.039933,0.005484,0.071389,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0485,0.039922,0.005485,0.071402,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0535,0.039911,0.005485,0.071415,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0585,0.039900,0.005493,0.071430,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0637,0.039896,0.005486,0.071439,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0687,0.039890,0.005486,0.071446,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0737,0.039880,0.005478,0.071461,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0787,0.039875,0.005471,0.071470,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0839,0.039865,0.005471,0.071488,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0890,0.039860,0.005463,0.071497,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0942,0.039844,0.005456,0.071518,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.0992,0.039834,0.005448,0.071534,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1043,0.039823,0.005449,0.071547,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1095,0.039807,0.005442,0.071568,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1145,0.039796,0.005426,0.071581,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1198,0.039780,0.005419,0.071603,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1247,0.039770,0.005419,0.071621,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1297,0.039760,0.005412,0.071636,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1350,0.039754,0.005412,0.071642,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1400,0.039755,0.005404,0.071645,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1450,0.039756,0.005396,0.071647,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1503,0.039763,0.005380,0.071646,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1553,0.039763,0.005380,0.071646,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1602,0.039764,0.005380,0.071651,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1655,0.039765,0.005372,0.071653,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1706,0.039766,0.005364,0.071656,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1755,0.039767,0.005356,0.071658,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1807,0.039768,0.005348,0.071661,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1858,0.039768,0.005348,0.071661,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1907,0.039768,0.005340,0.071663,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.1960,0.039764,0.005333,0.071672,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2013,0.039764,0.005325,0.071675,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2062,0.039770,0.005325,0.071668,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2112,0.039771,0.005317,0.071671,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2162,0.039771,0.005317,0.071671,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2215,0.039777,0.005308,0.071667,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2265,0.039783,0.005308,0.071660,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2315,0.039789,0.005300,0.071657,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2368,0.039800,0.005300,0.071644,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2417,0.039806,0.005300,0.071637,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2467,0.039817,0.005299,0.071624,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2518,0.039833,0.005306,0.071603,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2570,0.039844,0.005306,0.071590,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2620,0.039854,0.005314,0.071574,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2672,0.039870,0.005321,0.071553,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2722,0.039886,0.005328,0.071531,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2772,0.039896,0.005336,0.071516,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2823,0.039912,0.005343,0.071494,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2875,0.039927,0.005358,0.071470,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2925,0.039938,0.005366,0.071454,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.2975,0.039952,0.005373,0.071427,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3025,0.039963,0.005381,0.071412,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3077,0.039973,0.005388,0.071397,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3127,0.039988,0.005403,0.071372,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3180,0.039998,0.005411,0.071357,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3230,0.040013,0.005426,0.071333,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3280,0.040024,0.005434,0.071317,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3333,0.040039,0.005441,0.071291,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3382,0.040054,0.005456,0.071266,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3432,0.040063,0.005472,0.071249,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3485,0.040084,0.005487,0.071218,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3535,0.040098,0.005510,0.071191,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3585,0.040118,0.005525,0.071160,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3638,0.040144,0.005547,0.071121,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3688,0.040163,0.005570,0.071087,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3737,0.040188,0.005601,0.071045,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
1.3790,0.040212,0.005631,0.071003,-28.31,0,150.0,10.0,1.00,0.500,0.300,3.00
